gameId,playId,target_rush,qb_depth,rb_depth,fb_depth,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,offenseFormation,receiverAlignment,pff_passCoverage,pff_manZone,homeTeamPossession,quarter,down,yardsToGo,gameClock,possessionTeam,preSnapHomeScore,preSnapVisitorScore,RB_snap_motion,WR_snap_motion,FB_snap_motion,TE_snap_motion,RB_motion,WR_motion,FB_motion,TE_motion,RB_shift,WR_shift,FB_shift,TE_shift,week
2022091113,1812,0,5.3299984741210977,1.8299984741210977,0.0,39,0.197500936686993,0.802499063313007,EMPTY,3x2,Cover-1,Man,0,2,2,10,00:29,TB,3,9,1,0,0,0,1,0,0,0,0,0,0,0,week_1
2022091200,1344,0,3.8400006103515949,0.88000061035160115,0.0,43,0.596820440143347,0.403179559856653,EMPTY,3x2,Cover-1,Man,0,2,3,2,05:46,DEN,10,3,0,0,0,0,0,0,0,0,0,0,0,0,week_1
2022091104,4372,1,1.5900004577637006,7.5800004577637026,0.0,61,0.0369343906641006,0.963065609335899,JUMBO,3x1,Cover-1,Man,0,4,1,10,02:00,PHI,35,38,0,0,0,0,0,0,0,0,0,0,0,0,week_1
2022091101,2431,1,1.6500004577637029,7.6800004577636969,0.0,58,0.188695441931486,0.811304558068514,I_FORM,2x1,Cover-1,Man,0,3,4,1,11:41,CLE,7,17,0,0,0,1,0,0,0,1,0,0,0,0,week_1
2022091107,330,1,1.3299993896483997,7.0799993896484,4.5099993896483994,58,0.369556777179241,0.630443222820759,I_FORM,2x1,Cover-1,Man,0,1,3,2,10:40,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,week_1
2022091108,3476,1,1.2699990844727012,6.8499990844726995,0.0,93,0.823391973972321,0.176608026027679,I_FORM,1x1,Cover-0,Man,0,4,4,1,02:00,NYG,20,13,0,0,0,0,0,0,0,0,0,0,0,0,week_1
2022091109,3208,1,1.5400024414061946,7.2900024414061946,0.0,65,0.526903182268143,0.473096817731857,I_FORM,2x1,Cover-1,Man,0,4,1,10,14:19,JAX,14,12,0,1,0,0,0,1,0,0,0,0,0,0,week_1
2022091110,673,0,1.3600001525878991,4.6400001525879,0.0,13,0.109026111662388,0.890973888337612,I_FORM,2x1,Cover-1,Man,0,1,1,3,03:24,KC,0,7,0,0,0,0,1,0,0,0,0,0,0,0,week_1
2022091110,3378,1,1.4499989318847994,7.4099989318848074,5.0899989318848,60,0.00115408745477907,0.998845912545221,I_FORM,2x1,Cover-1,Man,0,4,2,5,11:26,KC,15,37,0,0,0,0,0,0,0,1,0,0,0,0,week_1
2022091110,3471,1,0.5100009155273,6.4300009155273017,4.1900009155273,30,0.00109076494118199,0.998909235058818,I_FORM,2x1,Cover-1,Man,0,4,2,10,09:16,KC,15,37,0,0,0,0,0,0,0,1,0,0,0,0,week_1
2022091111,430,1,1.210000457763698,6.960000457763698,4.8400004577636935,60,0.582886911928654,0.417113088071346,I_FORM,2x1,Cover-1,Man,0,1,1,10,07:02,LV,3,0,0,0,0,1,0,0,0,1,0,0,0,0,week_1
2022091111,1172,1,1.1600012207030943,6.9700012207030966,4.8800012207030932,55,0.719252344220877,0.280747655779123,I_FORM,2x1,Cover-1,Man,0,2,1,10,08:21,LV,10,3,0,0,0,0,0,0,0,0,0,0,0,0,week_1
